1	8258
2	25520
3	15301
4	25445
5	3240
6	14056
7	15130
8	29778
9	32436
10	22923
11	17605
12	18244
13	25757
14	10709
15	3521
16	6283
17	10459
18	25035
19	7866
20	15894
21	4538
22	28114
23	15483
24	1384
25	3489
26	4366
27	27418
28	30043
29	30751
30	29564
31	30693
32	28568
33	9147
34	30158
35	13835
36	28114
37	13432
38	26378
39	23050
40	22213
41	5930
42	30689
43	8156
44	9970
45	8571
46	2000
47	10209
48	26903
49	9916
50	10232
51	13963
52	14960
53	3437
54	28606
55	17099
56	22192
57	12683
58	32546
59	32575
60	26558
61	8092
62	19168
63	18968
64	5424
65	29819
66	3656
67	12237
68	3976
69	28131
70	32478
71	27777
72	4913
73	30654
74	7601
75	6197
76	7991
77	16939
78	17020
79	27053
80	23497
81	11346
82	15486
83	15396
84	27760
85	4071
86	9497
87	17327
88	10765
89	14719
90	16429
91	7281
92	148
93	6549
94	1586
95	8324
96	27787
97	31323
98	13335
99	12450
100	21568
101	17986
102	31966
103	23447
104	14541
105	11080
106	14580
107	4199
108	31437
109	9989
110	12113
111	18238
112	11995
113	18291
114	21588
115	19740
116	15823
117	11392
118	6748
119	7741
120	19639
121	5717
122	12326
123	31561
124	10391
125	3172
126	18665
127	9536
128	12769
129	26932
130	18995
131	27683
132	947
133	22252
134	31617
135	31843
136	21202
137	2209
138	5025
139	5899
140	16490
141	15455
142	16328
143	8364
144	7299
145	20985
146	115
147	13068
148	21571
149	657
150	30718
151	7565
152	2022
153	1254
154	1797
155	95
156	1149
157	10848
158	21118
159	28261
160	7530
161	16605
162	3987
163	16872
164	8599
165	17721
166	12608
167	4094
168	26745
169	12959
170	21425
171	26296
172	13000
173	31379
174	345
175	16911
176	23291
177	29115
178	11730
179	25484
180	4485
181	15728
182	631
183	30905
184	8402
185	3593
186	22723
187	15434
188	29952
189	12769
190	32360
191	32267
192	25437
193	19758
194	7983
195	15753
196	28069
197	17025
198	28818
199	17280
200	31992
201	6172
202	31515
203	26120
204	20637
205	26103
206	7546
207	25470
208	7289
209	6289
210	9577
211	51
212	4941
213	5239
214	6720
215	21207
216	22707
217	1685
218	5463
219	27556
220	5846
221	27968
222	17439
223	16970
224	13300
225	9727
226	28671
227	5789
228	25493
229	3101
230	10224
231	12289
232	3976
233	29679
234	26583
235	10129
236	21666
237	3813
238	22950
239	10514
240	3894
241	1107
242	3121
243	22170
244	13139
245	19197
246	15313
247	15104
248	27840
249	3941
250	2234
251	30466
252	17080
253	13011
254	14108
255	5433
256	15206
257	12073
258	21757
259	12477
260	15135
261	27491
262	25041
263	23192
264	7010
265	19696
266	21470
267	27115
268	13712
269	4533
270	5970
271	8930
272	23914
273	16090
274	25377
275	24665
276	1871
277	12378
278	32672
279	11339
280	5683
281	5454
282	23267
283	29439
284	3423
285	25844
286	1751
287	15601
288	8683
289	6274
290	32030
291	7041
292	26619
293	13741
294	17582
295	13405
296	6076
297	30200
298	21800
299	6064
300	9757
301	5821
302	21497
303	19720
304	11597
305	7676
306	1842
307	17160
308	24825
309	8167
310	6696
311	3537
312	2627
313	20777
314	4043
315	8241
316	18305
317	29178
318	32455
319	27529
320	3002
321	24036
322	29532
323	4736
324	6625
325	19538
326	4862
327	6762
328	30671
329	3549
330	23980
331	18294
332	5378
333	21079
334	10512
335	3993
336	8472
337	17299
338	12635
339	20542
340	19977
341	250
342	23518
343	12970
344	31271
345	18383
346	1897
347	27441
348	32215
349	21565
350	1636
351	16155
352	6413
353	18214
354	7855
355	32083
356	15497
357	7338
358	11065
359	21973
360	10963
361	32633
362	15202
363	15317
364	11511
365	1241
366	19473
367	16048
368	22272
369	7542
370	30357
371	1428
372	6199
373	18157
374	12605
375	23022
376	4889
377	18967
378	32181
379	27798
380	31001
381	4630
382	8487
383	16829
384	26138
385	26656
386	16909
387	28562
388	30634
389	8206
390	2008
391	7095
392	7168
393	419
394	6211
395	25447
396	21684
397	31389
398	3700
399	6755
400	26944
401	25982
402	18391
403	3233
404	17722
405	28951
406	8890
407	11956
408	32335
409	29913
410	2728
411	26874
412	15871
413	15835
414	28295
415	27015
416	2842
417	8362
418	31857
419	10452
420	12030
421	23508
422	16210
423	3368
424	12942
425	5939
426	31302
427	22722
428	12017
429	3066
430	23984
431	20171
432	28175
433	8577
434	29210
435	15102
436	5836
437	2768
438	21711
439	18453
440	24834
441	12525
442	8762
443	20723
444	3393
445	30182
446	10749
447	6291
448	7238
449	7325
450	18640
451	5298
452	572
453	24918
454	1056
455	14143
456	20916
457	3842
458	17251
459	25215
460	6758
461	7497
462	17213
463	29696
464	30629
465	9049
466	7764
467	4675
468	2724
469	11121
470	2036
471	10536
472	23659
473	13100
474	5218
475	16665
476	25495
477	25742
478	11008
479	7415
480	10708
481	21456
482	32293
483	19140
484	19739
485	19947
486	9401
487	4885
488	22700
489	998
490	12691
491	29493
492	12746
493	7904
494	25748
495	3609
496	5178
497	2269
498	20864
499	16392
500	23161
501	30288
502	6303
503	16647
504	3520
505	31852
506	3352
507	517
508	31160
509	16427
510	25864
511	12491
512	16381
513	2587
514	20325
515	3746
