1	13046
2	32487
3	29953
4	26218
5	1865
6	28899
7	18557
8	10488
9	16752
10	16664
11	2546
12	30499
13	9640
14	13590
15	20937
16	12963
17	17486
18	10357
19	2803
20	8351
21	31772
22	18522
23	30081
24	3615
25	25635
26	31688
27	14082
28	20277
29	22920
30	1196
31	5280
32	1259
33	11518
34	9638
35	13049
36	21995
37	11271
38	22681
39	30654
40	1521
41	490
42	25073
43	26894
44	6129
45	11379
46	19639
47	9872
48	26375
49	109
50	6998
51	22610
52	25123
53	31200
54	14635
55	12133
56	22128
57	21515
58	30926
59	21556
60	29833
61	9504
62	11042
63	24232
64	31835
65	31170
66	6943
67	13310
68	15320
69	11327
70	31322
71	26211
72	19553
73	29581
74	2649
75	29269
76	15088
77	26118
78	3737
79	30136
80	1801
81	27619
82	21339
83	15546
84	9310
85	23930
86	21811
87	16488
88	27461
89	18743
90	21838
91	29453
92	9178
93	7516
94	26246
95	30287
96	6131
97	12664
98	16167
99	5895
100	22472
101	27560
102	23423
103	10979
104	7519
105	32145
106	15655
107	11198
108	31417
109	29977
110	21268
111	11450
112	16063
113	7400
114	22109
115	1315
116	15593
117	26785
118	10186
119	19715
120	25524
121	26848
122	31264
123	1925
124	19905
125	756
126	21807
127	5898
128	14797
129	26713
130	15768
131	22285
132	5460
133	2556
134	3422
135	30647
136	1541
137	813
138	18740
139	30529
140	7652
141	14435
142	32384
143	21774
144	9793
145	9652
146	30258
147	23172
148	11612
149	6415
150	18504
151	5550
152	17109
153	21567
154	7197
155	24979
156	3798
157	21151
158	8565
159	6227
160	12287
161	11934
162	3656
163	19207
164	3092
165	25330
166	11601
167	6998
168	32616
169	25499
170	18774
171	4823
172	5897
173	19102
174	310
175	5162
176	16809
177	5246
178	20660
179	16853
180	9039
181	10363
182	23046
183	30432
184	30657
185	10378
186	15387
187	11567
188	12208
189	17687
190	432
191	28066
192	13473
193	4221
194	29969
195	9710
196	32672
197	3649
198	25776
199	57
200	28323
201	31250
202	9319
203	6264
204	1215
205	641
206	22413
207	11145
208	269
209	29568
210	20410
211	7183
212	30809
213	3228
214	3162
215	26897
216	23952
217	32506
218	9972
219	29265
220	9448
221	20243
222	14392
223	9838
224	28109
225	5679
226	458
227	30393
228	24463
229	24482
230	26833
231	11479
232	9420
233	7625
234	3390
235	32283
236	12703
237	29380
238	2524
239	30880
240	16517
241	18673
242	10524
243	9769
244	12819
245	30507
246	6814
247	186
248	15194
249	27847
250	30079
251	5363
252	3862
253	8523
254	4965
255	28207
256	28057
257	17388
258	4172
259	10336
260	18298
261	26318
262	31501
263	17320
264	24316
265	8698
266	691
267	5560
268	5184
269	27166
270	11390
271	29929
272	18475
273	5896
274	24243
275	31004
276	533
277	21985
278	19497
279	28242
280	17462
281	809
282	3220
283	21770
284	15057
285	10358
286	28048
287	3166
288	12830
289	6636
290	18541
291	476
292	32504
293	28539
294	26813
295	805
296	17995
297	21980
298	20382
299	3400
300	20283
301	29513
302	24520
303	13788
304	19477
305	23551
306	15957
307	2527
308	17910
309	21108
310	29780
311	32338
312	5949
313	20312
314	7436
315	20112
316	8370
317	3406
318	11536
319	25714
320	9587
321	5223
322	7687
323	9765
324	31138
325	354
326	2872
327	17862
328	28624
329	1190
330	2776
331	28354
332	12584
333	21755
334	20499
335	27888
336	27740
337	4620
338	25052
339	10603
340	1871
341	21149
342	29301
343	6449
344	16263
345	23180
346	9149
347	31101
348	25937
349	13449
350	17469
351	30180
352	7601
353	11157
354	20721
355	5169
356	22288
357	24636
358	18390
359	513
360	23716
361	30097
362	5943
363	8223
364	13471
365	4590
366	13752
367	26525
368	13591
369	12136
370	12063
371	1207
372	31672
373	30740
374	12774
375	17255
376	13356
377	10749
378	27009
379	10696
380	22853
381	16096
382	12655
383	23595
384	23792
385	21422
386	27907
387	9979
388	25306
389	3007
390	4079
391	19025
392	31199
393	27606
394	9109
395	25430
396	55
397	26840
398	21774
399	3932
400	7775
401	9804
402	22518
403	9403
404	1225
405	8338
406	10750
407	7533
408	22595
409	16099
410	815
411	3945
412	31015
413	2316
414	32510
415	20160
416	4424
417	31977
418	18965
419	5496
420	5271
421	16292
422	24796
423	19755
424	8345
425	9899
426	10953
427	22111
428	26249
429	21618
430	32365
431	27044
432	3148
433	25838
434	23097
435	28272
436	12313
437	26061
438	24085
439	25531
440	31460
441	5749
442	20895
443	13913
444	28047
445	11203
446	17219
447	8474
448	21712
449	4992
450	3071
451	29346
452	4064
453	29603
454	17395
455	21769
456	5609
457	24905
458	29611
459	29491
460	26157
461	2933
462	3629
463	6126
464	20214
465	21895
466	32705
467	8910
468	14145
469	7550
470	23939
471	28359
472	22313
473	10733
474	425
475	1679
476	2837
477	31678
478	8341
479	17073
480	11681
481	32682
482	8858
483	11633
484	9293
485	23412
486	20110
487	18531
488	2792
489	21224
490	4372
491	4042
492	10682
493	151
494	27814
495	22449
496	8820
497	24143
498	24165
499	24267
500	32728
501	22876
502	17312
503	13068
504	5160
505	28290
506	3110
507	17411
508	21072
509	2485
510	17740
511	16126
512	3538
513	9630
514	18877
515	4316
516	19829
517	26319
518	8708
519	10672
520	7341
521	11968
522	25050
523	24091
524	1993
525	25233
526	3633
527	614
528	11999
529	24958
530	22525
531	7010
532	7031
533	26401
534	14277
535	16639
536	17658
537	21867
538	13804
539	3758
540	28633
541	8801
542	27584
543	15736
544	21373
545	26006
546	2368
547	17371
548	13041
549	16747
550	27565
551	5992
552	21585
553	9225
554	4311
555	27678
556	754
557	7195
558	29476
559	3460
560	2126
561	15692
562	6753
563	11656
564	18358
565	20612
566	27977
567	17690
568	26806
569	19426
570	4053
571	25224
572	15431
573	20088
574	23113
575	408
576	18615
577	7112
578	13563
579	18791
580	10329
581	21250
582	25826
583	19460
584	9964
585	24059
586	5346
587	9164
588	18892
589	21485
590	10201
591	2691
592	11995
593	19441
594	8041
595	17975
596	28205
597	23357
598	9091
599	2005
600	27254
601	15133
602	30392
603	6024
604	15411
605	21170
606	25408
607	27349
608	9115
609	8302
610	27846
611	119
612	11588
613	16203
614	21241
615	7676
616	30102
617	974
618	12499
619	19228
620	14064
621	27839
622	17575
623	9948
624	3740
625	25509
626	11501
627	29287
628	9331
629	2307
630	9678
631	28071
632	8527
633	2133
634	4974
635	24998
636	8245
637	12233
638	25851
639	29864
640	1599
641	18366
642	7290
643	9220
644	27979
645	26110
646	1868
647	32710
648	3430
649	14522
650	29571
651	1030
652	20726
653	1353
654	28135
655	11271
656	32681
657	22176
658	21702
659	6927
660	11297
661	6032
662	19327
663	30472
664	20572
665	5315
666	23245
667	20699
668	17637
669	8820
670	18900
671	13960
672	32444
673	25073
674	31725
675	19205
676	16390
677	25298
678	24370
679	32733
680	10101
681	7159
682	14280
683	19587
684	19061
685	30787
686	21487
687	32634
688	17948
689	29466
690	29899
691	1319
692	29391
693	155
694	30704
695	16497
696	9907
697	15773
698	3503
699	20766
700	13018
701	9067
702	2082
703	25581
704	1834
705	15167
706	3833
707	26739
708	10509
709	3457
710	17411
711	18614
712	26842
713	18620
714	9340
715	32395
716	518
717	23652
718	13081
719	8880
720	4619
721	842
722	14036
723	20904
724	4628
725	31195
726	6775
727	602
728	16237
729	23580
730	14570
731	10856
732	7853
733	26470
734	8766
735	19536
736	1441
737	7137
738	9589
739	19269
740	22519
741	31169
742	11031
743	8395
744	25263
745	22083
746	11382
747	20501
748	577
749	1126
750	21436
751	13086
752	32654
753	19818
754	4281
755	32137
756	20361
757	29961
758	11886
759	4409
760	8610
761	17784
762	13656
763	176
764	26870
765	24348
766	9854
767	23337
768	19512
769	18445
770	23354
771	7796
772	10333
773	30539
774	5575
775	27284
776	4618
777	22466
778	3726
779	21273
780	446
781	32512
782	2608
783	27198
784	5823
785	5040
786	17490
787	25027
788	7366
789	8158
790	15148
791	23945
792	16489
793	19177
794	10193
795	21487
796	7756
797	14151
798	12092
799	6126
800	6407
801	32764
802	6174
803	26871
804	8662
805	4568
806	4457
807	9352
808	24579
809	23667
810	21916
811	30096
812	25364
813	5865
814	14029
815	7560
816	19380
817	5206
818	24440
819	13133
820	5986
821	25616
822	21514
823	29631
824	31451
825	14759
826	299
827	28
828	30536
829	22685
830	25295
831	9754
832	5672
833	32742
834	4091
835	3526
836	30715
837	4382
838	14167
839	26911
840	8628
841	28556
842	22649
843	369
844	13532
845	21211
846	17899
847	15987
848	32390
849	2450
850	15362
851	800
852	2294
853	26456
854	6238
855	31829
856	7184
857	23274
858	32320
859	15663
860	22658
861	26584
862	29583
863	17698
864	22961
865	3
866	17064
867	19418
868	2660
869	30934
870	11496
871	28370
872	6195
873	6215
874	14843
875	7349
876	12718
877	30092
878	12259
879	23159
880	31564
881	10654
882	32712
883	15923
884	26394
885	2926
886	13186
887	15299
888	23327
889	29674
890	10214
891	7969
892	21137
893	17838
894	8148
895	20609
896	26043
897	13450
898	31741
899	15914
900	25769
901	2232
902	9077
903	2072
904	28825
905	23002
906	26876
907	18771
908	16417
909	32181
910	30988
911	6925
912	31263
913	9904
914	7330
915	11646
916	21349
917	28171
918	23756
919	4736
920	23330
921	17887
922	21239
923	5609
924	8719
925	3801
926	12790
927	16300
928	10333
929	19893
930	21458
931	23471
932	15969
933	15484
934	22612
935	9066
936	17405
937	13182
938	8275
939	25924
940	29390
941	9743
942	12734
943	17836
944	7959
945	12033
946	20584
947	30202
948	7024
949	26853
950	22422
951	32004
952	11054
953	3584
954	8266
955	28032
956	12177
957	7183
958	78
959	9757
960	31664
961	30651
962	11775
963	30560
964	31525
965	19418
966	5343
967	19263
968	6008
969	8300
970	26328
971	10878
972	2124
973	25936
974	30289
975	15309
976	31308
977	27849
978	9459
979	6302
980	14547
981	4533
982	29496
983	5064
984	18014
985	1415
986	31928
987	19933
988	4018
989	521
990	27954
991	13132
992	9676
993	23251
994	14941
995	16437
996	10893
997	10890
998	11885
999	9743
1000	23586
